"ID","bear_score","bee_score","meadow_score","trout_score","eagle_score","rabbit_score","dragonfly_score","fox_score","deer_score","stream_score","wolves_score","dv_score"
6175,10,6,6,2,8,2,0,12,4,1,3,12
6177,0,18,3,4,2,0,2,6,8,2,4,12
6178,4,0,0,14,12,3,15,6,8,5,0,7
6179,10,15,0,10,16,2,1,3,0,1,2,12
6180,0,0,15,4,4,1,3,6,8,3,4,12
6181,0,12,10,0,0,1,10,6,8,5,2,7
6182,4,3,0,6,12,2,8,3,12,4,0,12
6183,8,12,15,2,12,2,0,6,8,1,0,12
6184,10,6,6,12,8,0,0,6,8,1,2,12
6185,0,18,15,4,18,0,0,9,4,1,1,7
6187,4,0,3,6,4,0,3,15,12,3,2,12
6188,16,9,6,4,8,0,3,9,0,3,1,12
6189,18,9,6,2,0,0,4,6,8,2,1,12
6192,2,9,15,0,0,2,1,3,12,1,3,12
6193,4,6,15,10,6,0,6,0,8,3,2,12
6194,10,0,3,10,18,0,4,0,4,4,2,7
6195,6,3,3,14,10,2,0,3,12,1,2,12
6197,0,6,0,6,20,2,8,3,0,4,3,7
6198,10,9,6,6,12,1,0,6,8,1,2,12
6199,4,15,6,4,4,1,3,3,8,3,2,12
6200,4,3,3,22,0,1,0,3,12,1,2,12
6201,10,6,6,6,0,0,3,3,8,3,2,12
6202,2,9,15,0,8,4,2,0,12,2,1,12
6203,0,21,0,8,6,1,2,6,4,2,3,12
6204,6,6,6,2,0,0,12,3,4,6,2,12
6205,0,9,3,8,24,2,0,6,4,1,2,12
6206,4,6,0,6,8,3,6,6,4,3,3,12
6207,16,0,3,14,0,1,6,3,4,3,1,12
6209,4,18,6,0,4,2,3,12,4,3,0,12
6210,0,6,0,6,12,2,6,9,8,3,2,12
6211,2,18,21,2,0,0,2,3,12,2,1,12
6212,2,18,15,0,4,1,1,6,8,1,1,12
6214,2,0,10,4,0,1,15,6,4,5,1,12
6216,6,6,0,12,6,0,8,3,4,4,3,12
6217,6,0,3,8,8,0,8,3,8,4,3,12
6218,12,9,6,4,0,1,6,6,4,3,2,12
6219,2,15,15,0,4,2,0,9,12,0,1,7
6223,14,6,6,6,0,0,1,6,8,1,3,12
6224,6,9,15,8,8,0,0,3,8,2,1,12
6225,2,6,6,6,22,2,0,3,12,1,2,12
6226,22,9,3,10,0,0,4,6,0,4,0,3
6227,4,3,3,10,4,0,2,9,12,2,3,12
6228,14,3,3,8,4,1,10,0,0,5,1,12
6230,20,12,6,0,10,2,0,3,8,0,2,7
6231,4,6,6,14,10,2,0,6,8,1,2,12
6232,8,6,10,8,10,0,8,3,4,4,0,12
6234,8,3,6,6,18,0,3,3,0,3,3,12
6236,2,12,0,4,4,1,9,3,12,3,2,12
6237,14,6,6,8,10,1,0,9,0,1,1,12
6238,0,12,15,0,0,1,4,6,12,4,2,7
6239,4,6,6,4,6,1,6,6,12,3,0,12
6240,4,0,10,8,0,1,6,6,8,3,1,12
6241,0,15,0,4,18,1,1,6,8,1,3,12
6242,6,15,10,8,20,1,0,3,0,1,1,12
6243,0,9,6,6,0,3,2,12,4,2,2,12
6245,4,0,3,4,4,0,6,3,18,3,3,12
6246,10,9,0,10,4,0,5,3,8,5,1,12
6247,8,6,10,4,4,2,5,6,0,5,1,12
6249,6,6,10,6,4,1,0,3,4,5,2,12
6250,6,18,16,2,8,1,0,3,4,1,2,12
6252,4,3,0,6,8,1,6,3,8,6,2,12
6253,2,0,10,4,8,1,6,6,12,3,1,12
6254,2,12,0,2,16,1,0,6,12,1,1,12
6255,4,9,15,8,0,0,4,0,8,4,3,7
6256,6,6,6,2,4,1,3,9,12,3,1,12
6258,0,0,15,4,16,2,1,15,4,1,1,12
6259,6,3,6,6,20,2,1,6,0,1,3,12
6260,8,6,10,6,6,1,4,9,4,2,1,12
6261,4,6,0,4,0,4,4,9,12,2,1,12
6262,10,3,3,10,0,1,4,6,8,4,2,12
6264,6,0,10,8,10,0,2,3,12,2,2,12
6266,4,6,6,10,8,1,6,9,4,3,1,12
6267,0,0,15,14,6,0,0,9,12,1,1,3
6268,2,12,0,6,6,2,0,6,8,5,2,12
6269,18,6,3,6,6,2,2,3,4,2,2,12
6270,14,12,15,6,0,2,4,0,4,4,0,7
6271,4,9,6,12,0,0,4,6,8,4,2,12
6272,6,0,10,2,12,2,1,9,4,1,2,12
6273,0,6,6,12,16,1,0,3,12,1,2,12
6274,12,6,3,6,0,2,0,3,8,3,3,12
6275,14,6,0,8,20,0,2,0,6,2,2,7
6276,4,0,3,12,18,1,6,6,4,6,0,12
6277,8,6,6,8,8,1,0,3,12,1,2,12
6278,14,6,10,8,12,0,0,6,4,1,1,12
6280,12,9,0,4,0,1,8,6,4,4,2,12
6281,0,27,15,4,4,1,2,6,4,2,1,12
6282,8,9,6,4,6,2,0,12,0,2,2,12
6283,10,3,6,6,0,1,0,6,14,2,1,12
6285,8,12,6,0,0,1,12,6,4,3,0,7
6287,8,0,0,12,14,1,8,0,4,4,2,7
6289,4,9,6,12,16,2,0,0,0,2,3,7
6290,18,3,3,4,8,2,0,6,8,0,2,12
6291,2,0,6,4,22,3,4,3,4,2,1,12
6292,0,3,3,18,8,1,0,3,12,1,3,12
6293,2,3,3,8,12,1,0,6,8,4,1,12
6295,10,6,15,6,4,0,0,3,8,1,3,12
6296,6,6,10,8,0,3,0,3,8,1,3,12
6298,4,15,10,8,8,2,0,3,0,1,3,12
6299,4,12,10,0,4,2,2,3,16,2,0,12
6300,4,15,3,4,16,2,0,3,8,1,2,12
6301,4,6,6,4,6,2,2,3,12,2,3,12
6302,8,6,15,4,2,0,0,6,12,4,0,7
6303,12,6,3,4,4,1,8,6,8,4,0,12
6304,0,18,18,6,0,1,5,6,0,5,1,7
6305,10,0,0,10,4,1,10,3,4,5,3,12
6306,8,6,6,10,8,2,1,3,0,1,3,12
6307,4,3,0,4,6,2,4,9,12,4,2,12
6308,4,6,0,8,12,1,20,0,4,4,1,12
6309,2,9,18,0,2,1,3,3,4,3,3,12
6310,6,9,0,4,6,2,0,9,8,3,2,12
6311,8,12,10,2,0,1,3,12,8,3,0,12
6312,4,0,0,14,8,1,0,9,14,1,2,7
6313,6,0,6,12,4,0,12,3,12,4,0,7
6315,4,18,15,4,4,1,6,0,0,3,1,12
6316,6,9,6,0,8,2,8,3,8,4,0,12
6317,6,0,15,10,0,2,1,6,12,1,0,7
6318,2,6,10,0,0,0,12,3,12,6,2,7
6319,10,12,10,4,0,1,0,6,8,1,2,12
6320,6,0,0,8,24,3,2,3,12,2,2,12
6323,4,3,3,4,4,1,8,12,4,4,1,12
6324,4,0,0,6,4,0,18,6,12,6,0,3
6326,4,9,15,6,8,1,6,0,4,3,1,12
6327,0,9,15,18,8,1,0,3,0,1,3,7
6328,4,0,10,4,6,2,0,6,12,3,1,12
6329,0,12,15,0,6,1,1,3,8,1,4,12
6330,10,21,15,8,0,0,3,6,4,3,0,7
6331,10,3,0,16,14,0,3,3,4,3,2,12
6332,6,9,10,6,4,0,0,3,4,3,3,12
6333,8,3,0,8,8,2,4,6,12,4,1,12
6334,12,9,10,2,6,2,3,3,4,3,1,12
6335,8,6,6,12,12,2,0,0,12,1,1,12
6336,6,0,6,12,6,0,3,3,12,3,2,12
6337,6,9,15,2,2,0,0,0,16,2,2,7
6338,4,0,0,10,10,3,4,6,12,4,1,12
6339,2,0,3,10,12,1,4,6,4,2,4,12
6341,8,12,10,2,0,0,0,3,16,1,4,7
6343,6,6,10,12,8,1,0,3,8,1,3,12
6344,4,6,10,6,10,3,6,6,4,3,0,12
6345,4,9,6,10,4,1,2,9,4,2,2,12
6350,4,0,10,4,4,1,4,6,8,4,1,12
6351,10,3,3,4,6,1,0,9,14,1,3,12
6353,4,6,0,6,16,3,2,9,0,2,3,12
6354,6,15,10,4,12,1,0,6,12,1,1,12
6355,4,6,10,2,16,2,4,0,8,2,2,12
6357,6,0,0,6,10,3,3,15,4,3,2,12
6358,18,6,0,8,0,0,4,9,4,2,2,7
6359,6,0,6,12,10,2,2,9,4,2,1,12
6361,0,6,0,8,8,2,4,3,8,4,4,12
6362,10,9,15,6,6,1,0,6,6,0,1,12
6363,8,0,0,8,4,1,8,6,12,4,2,12
6366,16,9,6,6,4,1,1,6,4,1,1,12
6367,12,0,15,6,8,1,0,3,4,0,3,7
6370,2,12,0,6,12,2,2,0,4,1,5,12
6371,16,6,0,6,10,1,2,0,8,1,3,12
6373,8,6,10,4,6,0,2,3,4,2,4,12
6375,6,3,3,2,20,4,0,6,0,1,5,12
6376,2,6,10,6,4,0,5,3,8,5,2,12
6377,0,12,6,0,0,0,21,6,8,7,0,0
6378,2,9,15,10,0,0,12,0,8,3,1,7
6381,6,9,15,6,0,1,3,3,4,3,3,12
6382,4,6,10,0,4,2,4,3,12,2,1,12
6383,12,12,6,0,0,0,4,9,4,2,2,7
6385,6,6,3,4,12,1,2,9,8,2,2,12
6386,12,3,3,8,10,2,4,9,0,2,0,12
6387,12,6,3,4,12,1,3,0,0,3,4,12
6388,6,0,6,4,8,2,2,12,4,1,2,12
6389,4,6,0,10,6,1,0,9,4,4,3,12
6391,6,3,3,4,22,2,0,9,0,2,2,12
6394,16,12,6,2,0,2,1,6,4,1,2,12
6395,6,6,10,8,8,2,2,6,4,2,2,12
6396,4,6,0,4,16,1,0,6,8,1,5,12
6397,12,9,10,8,6,1,0,3,4,1,3,12
6398,6,6,6,4,0,3,0,9,14,1,1,12
6399,10,0,6,6,8,2,4,3,4,2,1,12
6400,4,12,0,0,2,1,3,6,12,3,3,12
6403,4,6,15,4,8,3,1,0,12,1,1,12
6404,6,0,0,8,10,1,8,3,12,4,2,12
6406,8,9,3,4,2,0,8,6,8,4,0,12
6407,6,6,0,16,6,0,12,3,4,6,1,12
6408,10,12,0,14,0,1,0,3,14,1,1,7
6409,8,6,0,12,20,3,1,3,0,1,3,12
6410,0,6,10,8,14,2,8,0,12,4,0,7
6411,0,3,3,16,8,1,2,6,12,2,2,12
6412,4,12,0,8,6,1,10,6,8,5,0,12
6414,4,15,6,4,6,2,4,3,4,2,3,12
6415,16,3,3,6,18,1,0,6,8,0,1,12
6416,0,3,0,8,20,2,2,6,12,2,2,12
6417,6,6,10,12,6,1,0,3,8,1,3,12
6418,8,0,10,6,8,2,2,6,4,2,2,12
6419,24,9,0,6,8,1,2,3,0,2,1,12
6420,6,21,0,16,6,1,3,3,0,3,1,12
6421,8,0,6,6,8,0,8,0,10,4,1,7
6422,8,12,15,4,14,2,0,3,12,1,0,12
6423,4,6,10,4,6,2,0,6,12,1,2,12
6424,2,6,6,8,20,2,0,3,8,2,2,12
6426,10,3,6,4,18,1,2,3,10,1,1,12
6427,6,0,6,10,6,1,2,6,12,2,1,12
6428,6,15,0,16,10,2,2,3,0,2,1,12
6431,12,0,15,4,14,0,1,3,8,1,1,12
6432,4,3,3,4,22,2,0,6,12,1,2,12
6433,6,9,15,6,4,0,0,12,8,1,1,12
6434,0,3,3,6,12,1,0,15,4,3,2,12
6435,2,6,6,0,12,3,3,6,16,3,0,12
6436,4,12,0,6,6,1,10,6,8,5,0,12
6437,12,6,0,12,12,0,1,6,8,1,1,12
6438,10,0,6,6,12,0,4,3,6,2,1,12
6439,4,12,15,0,0,2,6,3,4,3,2,12
6441,14,9,10,10,0,2,0,6,8,1,0,7
6442,4,0,0,10,6,0,4,18,4,4,2,7
6443,2,0,10,6,8,1,4,0,12,4,1,12
6444,4,9,10,0,0,1,4,15,4,2,2,12
6445,4,12,15,0,4,1,6,6,4,3,1,12
6446,6,3,3,10,4,0,0,6,16,1,2,12
6447,0,12,10,6,8,0,12,3,8,4,0,7
6448,0,6,6,12,0,0,12,3,8,4,3,7
6449,4,15,0,10,14,2,3,3,0,3,1,12
6450,2,12,0,6,4,1,0,9,16,3,1,12
6451,2,0,15,4,16,3,0,12,4,1,1,12
6452,0,0,10,4,4,1,4,9,12,4,2,12
6453,10,24,15,4,0,1,0,3,8,1,1,12
6454,8,3,3,10,8,0,0,9,8,4,0,7
6455,18,6,3,2,4,0,0,9,12,0,2,7
6457,10,6,10,10,0,1,6,3,8,3,1,12
6458,4,3,3,8,6,1,6,6,4,3,4,12
6459,10,12,0,8,0,1,5,3,8,5,1,12
6461,0,6,10,6,6,2,4,9,12,4,0,12
6462,4,0,10,8,4,0,5,3,12,5,2,12
6463,4,3,3,4,6,2,2,12,8,1,2,12
6464,2,12,15,4,2,0,0,6,14,1,2,12
6466,10,9,0,4,4,1,4,3,8,4,1,12
6467,6,9,15,10,6,0,3,6,4,3,0,12
6468,14,3,3,6,6,0,2,9,0,2,3,12
6469,4,0,6,14,12,3,0,9,4,3,0,7
6471,6,3,3,8,0,2,10,9,0,5,1,12
6472,16,0,0,4,20,2,4,9,0,4,0,3
6474,0,6,10,10,2,0,9,3,4,3,4,12
6477,12,9,6,0,4,1,0,6,12,2,2,12
6480,8,6,15,4,8,3,4,0,0,4,2,12
6482,2,0,3,4,6,0,9,9,12,3,1,12
6483,4,9,10,0,4,1,9,6,0,3,1,12
6484,10,12,10,4,6,1,6,6,0,3,1,12
6485,2,9,15,0,6,3,3,0,4,1,3,12
6487,4,6,3,12,0,3,9,3,4,3,1,12
6488,10,0,0,6,8,1,3,12,8,3,2,12
6489,6,6,0,8,26,2,2,3,4,2,3,12
6490,6,9,6,4,0,1,0,15,12,1,2,12
6492,4,0,15,4,4,1,0,6,8,1,3,12
6494,4,0,6,4,8,1,0,9,12,1,3,12
6495,12,6,0,4,16,2,4,9,0,2,1,12
6496,14,6,10,4,0,3,1,9,0,1,1,12
6497,2,6,6,6,2,0,10,6,12,5,1,12
6500,16,3,0,8,18,0,0,6,4,1,3,7
6501,2,9,15,4,8,3,2,3,12,2,1,12
6502,0,12,10,4,0,1,0,15,8,3,2,7
6503,8,12,0,4,4,1,12,3,8,4,1,12
6504,4,3,3,6,0,3,9,6,12,3,1,12
6505,6,6,6,4,8,1,9,3,4,3,1,12
6506,10,9,6,6,6,2,0,6,8,1,1,12
6507,0,12,15,4,0,2,3,6,12,3,1,12
6508,12,9,6,2,16,3,0,0,8,2,1,12
6511,2,6,0,0,14,2,3,9,8,3,1,12
6513,4,9,6,12,6,1,0,6,0,1,4,12
6514,8,0,3,10,8,1,6,3,14,3,1,12
6515,8,3,3,6,8,1,0,6,16,1,2,12
6517,10,9,0,2,12,1,8,6,0,4,1,12
6518,4,3,0,6,4,1,12,6,4,6,3,12
6519,2,6,3,10,0,1,8,12,0,4,2,12
6521,2,0,15,6,0,3,2,6,16,2,0,7
6524,2,0,15,4,0,0,12,9,8,4,1,7
6525,0,6,6,6,0,3,8,9,8,4,1,12
6526,16,3,0,4,4,0,3,6,8,3,3,12
6527,12,6,15,6,0,1,2,3,8,2,2,12
6528,2,12,15,6,0,0,6,6,4,3,3,12
6529,0,0,3,4,10,4,1,12,8,1,3,12
6530,6,3,3,10,6,1,2,6,12,2,2,12
6531,2,3,6,6,16,3,10,3,0,5,1,12
6532,14,15,0,4,6,1,0,9,8,2,1,12
6533,2,24,15,0,8,2,0,0,4,2,2,7
6534,10,0,15,6,12,0,1,3,8,1,2,12
6535,4,3,3,2,8,1,0,3,16,3,3,12
6536,12,6,6,8,8,1,2,6,8,2,1,12
6538,8,9,6,8,12,1,2,0,0,2,3,12
6540,4,12,10,4,2,0,0,12,12,1,1,12
6542,6,9,6,10,6,0,6,9,4,3,1,12
6544,6,12,10,6,10,2,0,6,8,0,2,12
6545,6,0,3,10,6,1,4,12,0,2,3,12
6548,4,3,3,6,6,1,4,3,18,2,1,12
6549,4,12,10,4,0,2,8,6,8,4,0,12
6550,10,9,3,4,0,0,3,9,8,3,2,12
6551,12,6,3,6,0,1,0,3,16,1,3,12
6553,6,12,15,0,16,1,0,9,8,0,1,7
6554,12,6,3,12,16,0,0,6,8,1,0,7
6555,6,12,10,4,4,1,2,9,8,1,1,12
6556,8,12,10,8,6,1,0,6,8,0,0,7
6557,0,0,3,6,4,1,15,6,4,5,2,12
6558,2,12,15,6,4,1,2,9,8,2,0,12
6559,12,0,3,6,6,0,1,3,18,1,2,12
6561,12,6,3,12,14,1,0,3,8,1,2,12
6562,10,0,3,10,14,1,0,6,12,1,1,12
6564,0,6,10,6,4,0,12,6,4,6,1,12
6565,10,18,10,4,0,2,0,15,0,0,0,0
6566,2,6,10,6,6,2,0,6,0,5,3,12
6567,4,9,15,4,8,3,0,3,8,2,1,12
6568,4,3,3,4,4,1,9,12,8,3,1,12
6571,10,9,15,6,0,1,0,3,12,1,2,12
6572,4,12,0,4,16,2,3,3,8,3,2,12
6573,6,15,0,6,8,1,0,3,8,4,1,12
6574,10,3,3,8,4,0,2,9,12,1,2,12
6575,10,0,3,10,4,0,10,3,4,5,1,12
6576,0,12,10,12,8,1,3,6,4,3,0,12
6577,6,12,6,10,0,2,0,6,4,3,2,12
6578,2,9,6,6,10,2,8,3,4,4,1,12
6579,2,0,0,10,4,0,24,9,4,8,1,7
6581,0,6,10,14,6,1,4,6,0,4,2,12
6582,8,6,15,6,14,2,0,3,0,1,2,12
6583,2,6,6,10,14,1,0,9,8,1,1,12
6585,0,12,10,6,0,1,5,3,12,5,2,12
6586,12,12,15,6,0,2,0,3,0,3,2,7
6587,2,15,18,4,0,0,2,6,12,2,0,7
6588,10,6,3,4,4,1,6,9,4,3,2,12
6589,10,6,3,2,2,0,4,9,12,4,1,12
6591,6,9,0,10,6,1,0,9,14,1,1,12
6592,4,6,10,4,0,0,5,6,12,5,1,12
6593,4,9,6,0,14,4,2,3,8,2,2,12
6596,0,12,3,6,2,0,5,6,8,5,3,12
6598,4,3,3,4,8,1,0,15,12,1,2,12
6599,0,6,6,8,18,1,1,3,16,1,1,12
6601,2,6,10,0,0,2,8,6,8,4,2,12
6603,2,6,10,0,0,1,12,9,8,4,1,12
6604,10,0,10,4,14,2,0,6,8,1,1,12
6605,10,3,3,8,6,0,0,9,4,3,3,12
6606,10,6,0,10,2,0,7,6,4,7,1,12
6607,2,0,15,6,4,1,4,9,8,2,0,12
6608,2,3,3,10,6,1,0,3,12,1,5,12
6609,6,3,3,10,0,0,1,15,4,1,3,12
6610,12,6,10,2,0,0,3,6,12,3,1,12
6612,4,3,3,8,8,0,6,6,14,3,1,12
6613,10,6,10,4,10,0,4,9,0,2,1,12
6615,16,6,6,6,8,0,0,3,4,4,1,12
6616,4,15,6,0,0,1,3,6,14,3,1,12
6618,4,0,3,8,14,2,9,3,8,3,2,12
6620,2,0,3,4,16,3,0,9,4,4,2,12
6621,6,3,3,4,4,1,4,6,8,4,3,12
6622,20,3,3,10,4,0,2,9,0,2,0,7
6623,4,6,10,6,2,0,5,6,8,5,2,12
6626,16,0,6,4,20,1,1,0,4,1,3,12
6628,2,0,6,4,18,2,0,6,12,1,1,12
6630,8,3,3,2,2,0,0,12,16,2,2,12
6631,6,0,10,6,4,1,0,6,12,1,3,12
6633,12,3,3,14,0,1,3,9,8,3,0,12
6638,4,12,15,6,2,0,9,0,12,3,1,12
6639,6,3,3,12,6,1,0,9,8,3,1,12
6640,0,0,6,14,18,2,1,6,8,1,1,12
6641,2,18,15,0,12,3,2,3,4,1,1,12
6643,0,15,15,4,22,2,0,3,0,1,2,7
6644,8,6,6,6,6,1,0,3,14,1,3,12
6646,8,3,3,4,8,0,2,12,8,1,2,12
6647,2,6,6,4,8,3,2,9,8,2,2,12
6648,4,3,3,10,8,2,0,9,12,1,2,12
6650,8,12,15,0,4,2,0,3,8,2,1,12
6651,12,15,0,4,8,2,0,9,8,1,2,12
6653,0,0,15,4,8,1,4,6,4,2,2,12
6657,4,12,0,10,16,2,0,3,12,1,2,12
6659,6,9,6,4,4,1,6,3,12,6,0,12
6660,0,6,6,6,0,2,4,12,8,4,2,12
6662,16,9,0,6,24,1,0,3,4,1,1,12
6664,6,6,6,4,0,0,4,6,8,4,2,12
6665,12,3,3,12,8,1,9,6,0,3,1,12
6666,4,12,15,6,0,1,0,6,16,1,1,12
6668,2,0,0,6,4,1,14,0,16,7,1,7
6673,8,3,3,8,12,1,1,3,8,1,2,12
6674,4,9,6,4,12,1,9,0,4,3,2,12
6675,12,9,10,6,8,2,0,3,12,1,1,12
6676,4,6,0,10,12,4,2,12,4,2,0,12
6677,0,18,16,6,4,1,0,12,0,3,0,3
6678,8,3,3,4,4,1,5,6,8,5,1,12
6680,4,0,6,12,6,1,0,3,8,3,3,12
6681,16,6,6,6,10,2,2,3,4,2,2,12
6682,4,9,0,6,8,1,8,0,8,4,3,12
6683,2,9,15,2,8,1,6,6,8,3,0,12
6684,6,0,10,8,10,3,2,9,4,2,0,12
6685,6,3,3,4,12,3,0,0,16,3,2,12
6686,0,0,6,8,22,1,0,6,4,5,2,7
6687,2,0,6,4,6,2,4,3,12,4,3,12
6688,8,3,3,4,0,2,6,3,12,6,1,12
6689,6,6,6,4,12,1,0,6,8,3,2,12
6690,6,6,3,16,16,2,4,6,0,2,0,12
6691,10,9,15,6,8,1,6,3,0,3,1,12
6693,10,9,6,8,0,1,8,3,8,4,1,12
6694,14,6,0,8,0,1,4,0,14,2,2,7
6695,4,9,6,2,4,1,6,3,14,3,1,12
6696,22,6,0,8,14,1,0,0,8,1,2,7
6697,6,9,0,8,16,2,6,6,8,3,0,12
6698,8,3,6,10,4,0,2,3,8,2,2,12
6699,2,0,6,4,0,2,8,9,12,4,1,12
6700,4,3,0,12,0,1,12,9,8,4,1,12
6701,0,21,10,0,4,1,10,3,4,5,0,7
6702,4,6,6,4,4,1,3,3,12,3,4,12
6703,4,12,10,4,8,1,6,6,0,3,1,12
6704,8,6,6,2,4,1,4,9,4,4,1,12
6706,4,9,6,10,8,3,2,3,12,2,0,12
6708,6,9,0,6,0,2,12,3,8,4,2,12
6710,10,3,3,10,0,1,7,6,0,7,1,12
6712,0,3,3,20,10,2,0,6,4,1,3,12
6713,0,6,10,4,8,1,0,6,16,1,3,12
6714,4,0,10,8,6,1,5,6,4,5,2,12
6715,16,6,3,4,0,3,0,3,12,1,2,12
6716,6,9,15,6,0,0,3,12,4,3,0,7
6720,8,12,0,2,4,1,4,9,4,4,1,12
6722,12,6,15,4,0,2,0,6,4,0,2,7
6724,8,3,0,6,8,3,3,6,8,3,1,12
6725,10,3,6,6,10,1,4,3,12,2,1,12
6726,4,12,15,6,8,0,2,0,14,2,1,12
6727,6,0,10,6,8,0,12,6,0,4,1,7
6728,0,9,6,4,12,1,3,6,4,3,3,12
6729,6,0,15,6,16,1,0,3,4,3,0,7
6730,10,12,0,8,8,1,2,9,10,2,0,12
6731,20,12,10,4,14,2,1,0,0,1,1,12
6733,14,3,3,6,0,1,3,3,8,3,2,12
6734,16,0,3,8,0,1,1,9,4,1,3,12
6735,0,6,10,4,4,0,8,9,4,4,2,12
6737,12,9,10,6,0,1,4,3,4,4,0,12
6738,0,6,10,6,4,1,4,12,12,4,0,12
6739,16,3,3,6,0,1,4,9,8,4,0,12
6741,20,6,0,12,10,3,0,0,4,3,0,3
6742,6,6,10,2,22,3,0,3,10,2,0,12
6744,2,12,10,6,0,3,9,6,4,3,0,12
6745,0,9,15,6,2,0,4,6,8,2,3,12
6746,4,6,6,4,2,0,12,6,4,4,2,12
6747,6,3,3,8,6,1,2,3,8,2,4,12
6748,4,9,0,6,10,4,2,3,12,2,1,12
6749,0,12,10,4,10,4,6,0,0,3,3,7
6750,4,0,15,2,6,2,2,6,4,2,3,12
6752,2,15,15,6,0,0,4,6,8,4,0,7
6753,2,6,10,4,0,0,5,6,16,5,1,12
6754,0,6,10,16,20,1,0,6,8,1,0,7
6755,6,3,3,4,0,2,0,6,18,1,3,12
6756,6,15,0,4,2,0,3,12,12,1,1,12
6757,8,0,3,4,20,2,0,3,12,4,1,12
6760,10,12,15,0,4,1,0,6,4,2,2,12
6761,6,6,6,10,6,1,2,9,0,2,2,12
6763,6,21,0,0,6,3,4,3,4,2,1,12
6765,12,9,6,4,0,1,5,3,4,5,2,12
6766,0,0,6,10,16,3,5,6,4,5,1,12
6768,6,3,3,10,16,2,0,12,4,1,1,12
6770,14,15,10,2,2,0,0,3,4,1,4,12
6771,8,12,6,12,0,1,2,3,4,2,2,12
6772,4,9,6,6,6,0,0,3,8,3,2,12
6773,20,9,10,6,8,0,0,3,8,1,0,7
6774,0,12,10,14,10,2,0,6,8,1,0,7
6775,14,6,10,2,6,1,0,0,8,1,1,12
6776,4,12,0,8,16,1,0,6,8,1,2,12
6777,10,3,3,8,4,0,2,15,4,2,1,12
6778,6,9,15,4,0,1,3,3,12,3,1,12
6779,0,6,10,8,10,4,0,3,8,1,3,12
6780,0,6,0,12,10,3,2,3,12,2,2,12
6781,2,12,10,2,12,2,0,3,8,0,3,12
6782,6,12,0,8,10,3,0,6,4,1,3,12
6783,4,21,15,0,0,2,0,6,4,5,0,3
6784,4,0,10,2,4,1,2,6,12,2,3,12
6785,6,6,0,6,4,1,8,6,12,4,1,12
6786,6,6,10,4,0,0,4,12,8,2,1,12
6788,6,6,10,2,8,3,2,0,8,2,2,12
6791,10,3,3,8,22,2,4,0,4,4,0,12
6793,2,6,10,10,0,1,8,3,8,4,2,12
6794,0,9,0,4,4,1,6,12,8,2,2,12
6796,4,6,6,4,6,1,0,6,16,1,3,12
6798,0,9,6,6,0,1,10,6,8,5,2,12
6799,16,15,15,2,4,0,0,0,0,4,1,3
6800,4,0,15,10,14,0,2,3,8,2,0,7
6801,4,15,0,8,4,1,4,6,4,4,2,12
6802,4,12,0,10,12,1,1,9,8,1,1,12
6806,4,0,3,8,10,2,8,6,4,4,2,12
6808,4,0,10,8,10,1,4,0,4,4,1,12
6809,8,9,6,6,0,0,3,3,16,3,2,12
6810,0,0,0,16,20,3,2,3,14,2,2,7
6812,8,6,10,10,10,2,0,0,12,1,1,12
6813,12,3,0,8,6,1,12,6,0,4,2,12
6814,8,15,6,0,16,2,0,3,4,0,3,7
6815,2,0,3,6,6,0,2,12,12,2,1,12
6816,8,15,15,2,6,2,1,0,4,1,3,12
6818,2,9,15,4,6,2,0,0,8,1,3,12
6819,10,6,0,12,6,0,2,6,4,2,3,12
6821,0,12,15,4,12,1,0,6,8,1,2,12
6822,12,3,0,2,12,2,1,3,8,1,2,12
6823,8,3,3,10,14,1,3,3,8,3,1,12
6824,2,9,6,4,2,0,0,12,12,3,2,12
6826,4,9,6,4,4,0,4,6,12,4,1,12
6827,2,6,6,8,4,1,0,15,12,1,1,12
6828,0,9,16,14,4,0,0,3,4,1,3,7
6829,4,6,6,6,4,1,2,9,4,2,2,12
6830,4,9,15,6,12,1,6,3,0,3,2,12
6832,6,6,6,4,2,0,6,9,4,6,1,12
6833,4,0,6,6,14,2,3,6,8,3,1,12
6834,2,12,0,10,6,1,0,9,12,1,2,12
6835,12,6,0,6,8,1,2,12,4,2,2,12
6838,4,0,10,24,0,0,0,3,12,1,1,3
6839,2,0,3,2,6,2,1,9,16,1,4,12
6841,4,3,3,10,4,0,4,9,8,2,3,12
6842,2,6,6,0,12,2,5,3,4,5,2,12
6843,8,0,3,12,6,1,8,9,4,4,1,12
6844,6,6,0,6,12,1,6,0,8,3,2,12
6848,6,12,6,4,14,3,3,3,4,3,1,12
6850,4,3,6,6,0,0,6,12,8,3,2,12
6851,6,12,6,8,4,1,3,6,0,3,2,12
6852,4,0,15,8,10,1,4,6,4,4,0,12
6854,6,0,3,6,4,0,6,9,12,3,2,12
6855,8,0,6,12,6,1,9,0,12,3,1,12
6856,6,9,6,10,16,1,0,0,8,1,3,12
6857,8,0,6,10,10,3,6,3,4,3,1,12
6860,6,6,0,6,6,1,12,0,12,4,2,12
6861,16,0,6,4,8,1,0,3,12,1,1,12
6863,4,9,6,0,6,1,0,15,12,0,1,7
6864,10,9,0,8,18,1,0,6,4,3,1,12
6865,2,0,3,10,12,2,5,6,12,5,0,12
